Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDJ56,OUT035,1546.8327922936096
NCU53,OUT046,2604.4928094599136
FDD39,OUT035,3408.3748717888648
NCU17,OUT019,259.45238502477963
FDJ20,OUT046,2007.0848313337974
NCW41,OUT018,2577.8151989901894
FDL52,OUT035,642.1277549446361
FDS39,OUT035,2089.858303479276
DRJ47,OUT045,2881.20626858563
FDP13,OUT010,237.80256317068267
DRK39,OUT010,187.49822813963624
FDF28,OUT010,269.9738957382492
FDB09,OUT045,2015.8315412830952
FDM51,OUT046,1543.4202814764951
DRM49,OUT018,653.5147669810141
DRF23,OUT013,2897.30929572125
DRH01,OUT035,2868.9607041712716
FDH12,OUT027,2897.1312683741235
FDA28,OUT019,269.9738957382492
FDW37,OUT018,1468.5256280403553
FDF02,OUT046,1573.4550445117525
DRL37,OUT046,720.6372347586359
NCF43,OUT046,2089.858303479276
FDH08,OUT010,551.9402956456705
FDR34,OUT019,551.9402956456705
NCK19,OUT049,3108.653109323529
NCD55,OUT018,632.9628792526573
FDT27,OUT049,3943.9996831250337
FDQ57,OUT045,2492.947863126875
FDA47,OUT035,2604.4928094599136
DRG15,OUT027,1202.6815712776092
FDE05,OUT018,2492.947863126875
FDN46,OUT046,1551.1376854839996
FDX27,OUT027,2707.262161706608
FDT51,OUT045,1675.013580019672
FDU33,OUT013,768.6309929310006
FDJ16,OUT027,1046.9347123777875
FDD20,OUT019,269.9738957382492
FDT36,OUT049,663.0237079861196
DRF15,OUT027,4185.765090926641
FDN52,OUT010,198.1952450213578
FDC22,OUT027,5459.330338499909
FDX15,OUT045,2589.6263559496983
FDT13,OUT013,3095.5735673116938
FDU04,OUT017,2001.46682294807
FDU31,OUT019,551.9402956456705
FDW59,OUT027,2506.757366673878
NCO29,OUT046,2604.4928094599136
FDL15,OUT035,2506.3855094362357
FDI41,OUT049,2492.947863126875
FDQ48,OUT049,1531.3668809531657
DRI39,OUT013,1013.7971795728129
FDI08,OUT013,4175.9466283298125
FDC21,OUT049,1672.556934464637
FDF58,OUT035,1031.4951046869414
FDS08,OUT010,410.9142472369043
FDE47,OUT045,2004.4274764306056
NCP18,OUT019,372.5417177362191
NCR41,OUT013,1544.4407231330583
FDA27,OUT013,4222.254398185083
FDA43,OUT035,3108.653109323529
FDA49,OUT045,1435.385061815694
NCE55,OUT018,2920.539162318073
DRM49,OUT027,777.103974426506
FDF22,OUT027,5470.970811322239
FDQ15,OUT018,1418.5202868198303
NCS54,OUT017,2893.7209976808326
NCY05,OUT013,754.3845931559126
FDR45,OUT046,4091.148091420931
FDK57,OUT049,2001.46682294807
FDF41,OUT010,551.9402956456705
FDV21,OUT046,2015.8315412830952
FDD51,OUT046,743.0872137876245
FDF33,OUT046,1600.4825553562305
FDA38,OUT046,4074.1629481303394
FDR56,OUT045,3110.4232721568337
NCN41,OUT017,2001.46682294807
FDC60,OUT027,2560.751416286997
FDB47,OUT045,3380.3283837732242
DRH01,OUT013,2894.9770819902133
FDW08,OUT046,1578.0737979217668
FDF38,OUT027,749.9207384243807
FDY32,OUT017,2604.4928094599136
FDG34,OUT049,1598.3725347317877
FDG47,OUT019,551.9402956456705
NCF18,OUT035,3101.191796585948
FDL39,OUT019,416.52809297718085
NCH55,OUT035,2015.8315412830952
DRJ35,OUT049,994.9939458662624
FDS44,OUT035,4023.0496950078154
DRE01,OUT018,3997.6576578509107
FDY39,OUT013,3092.6858763920195
FDY32,OUT018,2604.4928094599136
FDR33,OUT027,2908.892254805893
NCP50,OUT049,1412.6160322215158
FDZ47,OUT018,1529.8988595891046
FDU57,OUT049,2506.3855094362357
FDY44,OUT013,3106.726997790087
DRH59,OUT018,1166.8255025878423
FDB03,OUT027,5471.362603549637
FDY46,OUT045,3097.4996788451363
FDM39,OUT045,2903.215308704933
FDY36,OUT035,1196.7685488673733
NCM55,OUT035,3092.5322422225413
FDJ50,OUT010,320.46554727783257
DRL60,OUT013,2508.6725699609196
NCJ54,OUT049,3936.1869704038004
FDX59,OUT017,638.6494532115139
FDI07,OUT013,3160.187611657078
DRF51,OUT010,237.80256317068267
FDM14,OUT017,1598.3725347317877
FDP21,OUT045,3097.4996788451363
FDE40,OUT035,1050.4762193264273
FDE05,OUT035,2492.947863126875
FDM13,OUT027,2956.465696743626
FDC34,OUT027,4380.403637499433
NCI55,OUT018,2004.4274764306056
NCE43,OUT018,2724.8224276801006
FDW58,OUT018,1585.3401607574885
FDG60,OUT045,3998.0888920167317
FDV31,OUT017,2896.0532114118682
FDR47,OUT013,3106.726997790087
FDM60,OUT019,264.4598435648166
NCF06,OUT018,4197.571319219577
NCN26,OUT027,2916.55092262972
FDQ59,OUT049,1434.3620215406
FDF09,OUT046,704.2172226221793
NCS06,OUT017,4186.552203351547
FDT44,OUT046,1944.5903368014522
FDI19,OUT017,4097.608894845769
FDT22,OUT017,963.4519081559686
NCF54,OUT027,4646.072995442101
DRG25,OUT045,3097.4996788451363
FDB59,OUT017,3115.803857744302
FDQ37,OUT017,3108.653109323529
FDP56,OUT035,698.5611924405649
FDW44,OUT035,2866.532953168161
FDJ26,OUT010,551.9402956456705
FDU43,OUT018,4008.4186784542094
FDW33,OUT045,1575.963777297324
NCX53,OUT027,3120.803123409662
FDN56,OUT010,368.4683172064459
DRF15,OUT049,2506.3855094362357
FDO33,OUT017,1933.86447577325
FDZ39,OUT010,259.45238502477963
NCJ19,OUT017,916.8119218900719
FDU01,OUT035,3094.6119879254616
FDT12,OUT035,3659.61529002839
NCM18,OUT018,1023.7184888599706
FDP19,OUT017,2050.39065266572
NCR42,OUT049,673.8989545939803
FDN10,OUT046,1968.5419913480248
FDG44,OUT017,915.1380768253496
FDQ10,OUT046,2853.3990573432698
DRH13,OUT049,1575.963777297324
FDT52,OUT013,4114.641902426212
FDM56,OUT045,1677.4822012758686
NCO43,OUT010,258.1772158343297
NCV29,OUT035,2903.215308704933
NCF06,OUT013,4229.130199562246
FDO50,OUT035,1463.7455756576442
FDT59,OUT013,3951.181063500927
FDX40,OUT027,732.9285937156897
FDE50,OUT017,3097.4996788451363
FDX51,OUT017,3115.803857744302
NCD30,OUT018,1529.8988595891046
FDK15,OUT013,1562.7958431309255
FDL12,OUT045,979.5014737863726
FDK46,OUT017,4212.102723261101
DRH49,OUT010,185.0445980685909
FDQ57,OUT046,2492.947863126875
FDY59,OUT017,1496.7324175457968
FDO09,OUT018,4118.296745956928
NCG30,OUT035,2018.5138612023736
FDM09,OUT017,2717.265500382335
NCN17,OUT027,2892.6100569077116
NCS42,OUT013,1523.0427701583135
FDD02,OUT019,268.2443775374423
FDE34,OUT013,3074.977399372928
FDU38,OUT045,3105.573995590601
FDB33,OUT046,2580.9396249597025
NCJ29,OUT017,1434.6214458343115
FDZ27,OUT035,698.5611924405649
FDI40,OUT013,1553.132427346818
FDG22,OUT013,756.5394190817907
FDT51,OUT017,1677.4822012758686
FDF20,OUT018,3117.545100021879
FDV50,OUT035,2001.46682294807
FDT02,OUT049,673.8989545939803
DRC49,OUT017,2446.1098231580186
FDF26,OUT049,2500.9959749385675
FDV52,OUT035,1974.8217581212741
FDX59,OUT049,671.5607584768106
FDV25,OUT035,3558.9960808529477
FDW23,OUT027,742.6823581311434
FDE53,OUT018,1585.3401607574885
FDA19,OUT017,2055.9571952108827
FDH22,OUT046,2015.8315412830952
NCO41,OUT013,1547.04579892907
FDX12,OUT017,4102.085049701366
FDF17,OUT013,3113.877746210861
FDS11,OUT045,3596.677753583039
FDR51,OUT035,2495.496333789276
FDT49,OUT010,259.45238502477963
FDC56,OUT013,2006.515735933819
FDR13,OUT027,2916.55092262972
FDQ60,OUT035,1994.541311732793
FDN38,OUT049,4117.55856566927
NCL29,OUT013,2584.1218208025252
FDO13,OUT027,4592.476471589407
FDE26,OUT018,2333.409842694464
FDA31,OUT010,408.5855415524361
FDX14,OUT035,1204.926221975769
FDA34,OUT045,2881.20626858563
FDF26,OUT013,2528.00659217297
FDE38,OUT045,2675.1156607972093
DRI11,OUT046,1931.2611118871623
FDQ60,OUT027,2916.55092262972
FDL21,OUT027,751.5756874077401
DRC12,OUT027,5459.330338499909
FDC47,OUT046,3741.8337332949673
FDE57,OUT045,2086.743342237294
FDT14,OUT045,1994.541311732793
NCZ53,OUT046,3101.191796585948
FDE28,OUT018,3827.79250006055
FDR19,OUT035,2346.1614915217983
NCF54,OUT019,409.4093759311161
FDZ08,OUT046,1458.9352605537106
NCJ05,OUT018,2537.1375340604923
FDF59,OUT046,2041.6240989743194
NCO05,OUT035,1546.8327922936096
FDW24,OUT018,669.0786321664768
NCX42,OUT018,2662.6490130380116
NCA53,OUT035,698.5611924405649
FDI45,OUT019,410.1356624137248
FDG46,OUT046,1917.0753934406414
FDM20,OUT010,551.9402956456705
FDW11,OUT010,343.85823574190204
FDX08,OUT035,2951.07098345243
NCK17,OUT035,649.2179345400926
FDK32,OUT018,2497.799301077231
NCA42,OUT035,2583.6027931610492
DRI01,OUT035,2824.059232399117
NCL55,OUT049,4173.818433616817
DRE25,OUT018,1516.741550310569
FDD14,OUT017,3092.5322422225413
FDB10,OUT046,4012.7851478549424
DRN11,OUT035,2466.2102974223526
FDP38,OUT018,669.7487476275064
NCA30,OUT017,3101.191796585948
FDT15,OUT017,3094.6119879254616
NCP55,OUT018,929.1251080493123
FDF12,OUT035,2495.496333789276
FDM21,OUT018,4163.231353424886
FDX56,OUT035,3346.5248378793394
FDF10,OUT017,2492.947863126875
FDT32,OUT045,3101.191796585948
FDM51,OUT018,1553.8254489137657
NCR50,OUT018,2537.1375340604923
FDI19,OUT049,4089.0170495725547
FDX21,OUT017,1585.3401607574885
FDR31,OUT035,2477.859773925829
FDY02,OUT013,4145.46060420248
NCA29,OUT045,2821.239515056674
NCX17,OUT046,3880.486632433739
FDM12,OUT045,3101.191796585948
FDI53,OUT027,4549.325670944624
NCU30,OUT049,2604.4928094599136
FDC56,OUT027,2918.9344996401715
FDK27,OUT018,2004.4274764306056
NCK18,OUT017,2675.1156607972093
FDB52,OUT019,551.9402956456705
DRG25,OUT027,5443.901703226655
FDZ13,OUT049,837.7662370303291
FDB57,OUT019,551.9402956456705
FDR40,OUT046,1464.2123224493866
NCO14,OUT019,275.65616874419925
NCN19,OUT045,3101.191796585948
FDQ28,OUT019,383.3422018033982
FDO13,OUT018,2604.4928094599136
FDK48,OUT013,1459.8828054791093
FDU07,OUT018,2509.217653597835
FDW20,OUT046,2007.0848313337974
FDV12,OUT010,251.71253608781643
FDH24,OUT013,2584.1218208025252
FDV59,OUT049,3403.593885482047
FDK57,OUT045,1992.3538168181421
FDL16,OUT027,777.103974426506
NCQ17,OUT046,2542.8686879649044
FDJ15,OUT018,3092.6858763920195
FDX24,OUT049,1505.5059423177702
FDT47,OUT046,1523.2528989410584
FDT10,OUT049,993.7287537047619
FDZ37,OUT018,1453.1505382296343
FDW43,OUT027,5474.351692931526
DRN36,OUT017,1515.4656608063774
FDJ14,OUT045,1403.2770489318902
FDA32,OUT013,3518.7048260257907
FDJ38,OUT019,534.3684448923448
FDQ57,OUT017,2492.947863126875
NCQ41,OUT019,550.9166414423299
FDG56,OUT049,982.5419031352956
DRC13,OUT027,2927.439532559589
FDV55,OUT035,2446.1098231580186
FDQ49,OUT045,2580.9396249597025
FDE29,OUT010,342.579703233576
FDR03,OUT013,3383.81666514675
FDD45,OUT049,1488.4885863773848
FDN38,OUT010,551.9402956456705
FDT56,OUT046,976.4223717716053
FDT48,OUT045,3207.1626078877016
FDU03,OUT049,3053.5102060477525
FDC56,OUT010,268.2443775374423
NCO43,OUT027,2868.345904104996
FDQ27,OUT017,1559.1398756075923
FDR03,OUT046,3345.832298350377
DRH23,OUT010,318.8249443624402
FDG22,OUT045,649.3306465144268
NCJ42,OUT013,1585.1132021586784
FDR24,OUT046,1487.63481444502
FDW60,OUT035,2896.0532114118682
FDJ08,OUT013,3099.2656850525054
DRL59,OUT018,843.666059543464
FDG60,OUT010,551.9402956456705
FDW27,OUT017,2542.8686879649044
FDX14,OUT018,1371.7372347799578
FDC20,OUT013,1020.8326633033635
NCS29,OUT018,4157.000770447465
FDJ56,OUT046,1548.9428129180524
FDB20,OUT019,191.02666854267434
FDL28,OUT027,5470.970811322239
FDW01,OUT018,2500.9959749385675
FDL03,OUT046,3115.803857744302
FDX22,OUT049,3392.986374472239
FDJ21,OUT035,2446.1098231580186
FDR31,OUT045,2492.947863126875
FDG21,OUT035,2497.799301077231
FDS22,OUT027,755.6345196776831
FDK08,OUT035,1535.5549798381835
FDE17,OUT018,2500.9959749385675
NCN30,OUT017,1520.1619316846184
FDT50,OUT046,1523.2528989410584
NCX42,OUT049,2604.4928094599136
FDJ12,OUT035,3382.310819880332
NCA18,OUT027,2916.55092262972
FDP23,OUT019,551.9402956456705
FDX12,OUT013,4082.1295422499848
FDN40,OUT018,2523.422331670197
FDV48,OUT035,1369.5501874146553
NCY54,OUT013,2867.7890374775416
FDL16,OUT010,248.0007013194855
FDR45,OUT018,4073.558932578211
FDJ52,OUT046,2592.150572103054
DRG01,OUT017,1359.6067348173412
FDP52,OUT013,3934.072118294785
FDU58,OUT017,3097.4996788451363
FDL02,OUT045,1575.963777297324
FDG28,OUT013,4110.122405968158
FDA19,OUT035,2050.39065266572
FDW46,OUT027,1251.2015184716743
NCD43,OUT049,1566.809607500938
DRG39,OUT013,922.2268584738612
NCF55,OUT049,673.8989545939803
FDJ07,OUT046,1944.5903368014522
FDE08,OUT046,2495.496333789276
FDP56,OUT019,275.87091356287743
FDT45,OUT045,904.5625664062377
FDF17,OUT018,3106.726997790087
FDX44,OUT046,1479.7665549485737
FDM28,OUT027,4660.718430299694
FDI36,OUT049,3115.803857744302
FDS07,OUT045,1933.86447577325
FDD36,OUT045,1944.5903368014522
FDW11,OUT046,1022.7091461147778
FDN40,OUT049,2537.1375340604923
NCQ18,OUT049,1520.72413325221
NCQ54,OUT017,2675.1156607972093
NCS42,OUT045,1464.9774342197627
DRH39,OUT010,273.1226937527733
FDC09,OUT027,2892.6100569077116
FDT08,OUT010,369.5963594004145
FDC08,OUT035,3682.248022657937
FDT20,OUT017,640.9876493286837
FDS35,OUT035,1058.5193820799316
FDX58,OUT018,3074.977399372928
FDW58,OUT046,1578.0737979217668
DRD27,OUT046,1538.6459470946234
FDH32,OUT019,253.3440013867549
FDS26,OUT035,4158.57116461763
FDQ31,OUT046,1474.1729927192405
FDP11,OUT018,3496.844421940113
FDD58,OUT017,1535.5549798381835
FDM33,OUT045,3465.951424008211
FDZ16,OUT049,3110.4232721568337
NCS29,OUT010,551.9402956456705
NCM18,OUT019,342.5727562729181
FDP11,OUT049,3502.2186721616395
NCC42,OUT017,2089.858303479276
DRM23,OUT046,2868.9607041712716
NCN55,OUT027,5478.089949449575
FDK46,OUT013,4221.9201677910005
FDR01,OUT046,3147.8643196594576
NCA05,OUT045,2495.496333789276
NCP43,OUT017,2920.677758346784
FDR12,OUT010,407.0926962634843
FDQ01,OUT013,4143.8811900885885
FDM13,OUT046,2062.726454864729
FDQ19,OUT017,4104.527393509986
FDK56,OUT019,508.2600923971457
NCX06,OUT010,416.52809297718085
FDO56,OUT027,2918.9344996401715
FDU45,OUT045,1821.3807382589857
FDI16,OUT019,323.9069807838102
FDL32,OUT046,1931.2611118871623
FDA07,OUT046,2007.0848313337974
FDA14,OUT045,2492.947863126875
FDV46,OUT027,2991.9456733913
NCO07,OUT035,3403.3824116540195
NCP41,OUT046,1578.0737979217668
FDY60,OUT018,2089.858303479276
FDN38,OUT017,4125.719467921857
FDO15,OUT046,1283.1601346929344
FDT60,OUT013,2013.707045742032
FDA55,OUT035,3659.61529002839
FDE02,OUT010,245.82937316383695
DRJ39,OUT049,3550.9990390436806
FDV34,OUT035,1171.027177470561
FDS20,OUT027,5246.065227240525
FDF02,OUT027,2892.6100569077116
FDW40,OUT017,2143.5764809229236
NCB43,OUT046,3097.4996788451363
FDR58,OUT017,1460.5237814630405
DRJ59,OUT035,649.2179345400926
NCD30,OUT017,1535.5549798381835
FDE14,OUT017,1522.76700748063
FDC28,OUT018,1585.3401607574885
FDU16,OUT018,1438.1682851254775
NCD19,OUT035,911.787342501558
FDU21,OUT046,700.0108929493974
FDV59,OUT027,5470.970811322239
FDU03,OUT045,3076.90351090637
FDC33,OUT010,551.9402956456705
NCR42,OUT035,642.1277549446361
DRH59,OUT035,1205.6416137865206
NCM31,OUT035,2089.858303479276
FDS50,OUT035,3596.677753583039
FDP39,OUT046,954.110438246174
FDQ55,OUT013,1954.4255465221179
FDV36,OUT019,269.9738957382492
FDI05,OUT027,2138.808603926787
FDS45,OUT027,2897.1312683741235
FDA39,OUT045,649.7510372036426
FDC37,OUT010,264.72932708912145
FDJ60,OUT027,4613.1665524476475
DRQ35,OUT046,2004.4274764306056
NCJ06,OUT046,1992.3538168181421
NCY42,OUT018,2446.1098231580186
DRM37,OUT049,3110.4232721568337
FDR14,OUT045,821.5199932512108
FDE51,OUT049,695.5916326314467
FDT33,OUT017,2675.1156607972093
FDR08,OUT013,1834.1945362141857
FDE36,OUT010,404.44693718727666
FDL22,OUT019,235.2096042364011
FDR44,OUT013,2074.966677658691
FDI56,OUT019,202.41016478569676
FDE47,OUT010,269.9738957382492
FDV27,OUT010,199.38634392528013
FDV10,OUT049,678.3232439454712
FDC40,OUT045,1373.4455567801433
NCX41,OUT013,3436.585792143574
NCQ38,OUT027,2892.6100569077116
FDV12,OUT027,2892.6100569077116
FDE52,OUT017,1445.2494952398756
FDG20,OUT027,4646.072995442101
FDV16,OUT027,740.7492618933952
FDI32,OUT017,1933.86447577325
FDJ32,OUT049,1004.9573095828862
FDN39,OUT018,2736.179625663067
FDY34,OUT017,2682.932824409677
FDC14,OUT035,651.2202302904774
FDA55,OUT017,3673.8769907016203
FDZ50,OUT010,416.52809297718085
DRG13,OUT049,2604.4928094599136
FDP01,OUT013,2528.00659217297
NCG54,OUT017,2868.9607041712716
FDM13,OUT045,2062.726454864729
NCO18,OUT027,4660.718430299694
NCW41,OUT013,2546.050883807727
FDM52,OUT027,4137.468700181978
NCF55,OUT035,642.1277549446361
FDT09,OUT046,2062.726454864729
NCM19,OUT035,1677.4822012758686
FDW12,OUT018,2492.947863126875
FDP15,OUT019,551.9402956456705
FDK36,OUT045,705.7640840103559
FDZ25,OUT035,2866.532953168161
NCW06,OUT049,3108.653109323529
FDW60,OUT046,2944.6204611805947
DRC49,OUT013,2486.9660289692415
NCT17,OUT035,3101.191796585948
NCN06,OUT018,2604.4928094599136
FDC45,OUT013,2830.6561970668154
DRJ47,OUT019,408.5855415524361
NCF06,OUT045,4224.209639903233
FDE21,OUT010,268.2443775374423
DRG27,OUT013,747.5648230562839
FDW40,OUT049,2089.858303479276
NCO53,OUT046,3094.6119879254616
FDE23,OUT049,698.7647927002095
FDQ16,OUT046,1592.5971759699546
FDS26,OUT045,4143.229375253065
FDZ13,OUT010,247.53553699334236
FDS14,OUT049,2542.8686879649044
FDC10,OUT045,1978.2061814084548
FDY16,OUT049,3094.6119879254616
FDJ20,OUT035,2015.8315412830952
FDV43,OUT035,652.0248084326528
FDZ32,OUT027,2892.6100569077116
FDR23,OUT046,2893.7209976808326
FDN24,OUT035,891.2141566801533
FDE34,OUT027,4974.653220493002
FDU31,OUT013,3518.7048260257907
FDW33,OUT018,1585.3401607574885
FDU26,OUT046,1941.6117485669183
FDE20,OUT027,4623.811182553864
NCW05,OUT035,1575.963777297324
FDB22,OUT018,2500.9959749385675
FDO56,OUT046,1933.86447577325
FDA19,OUT027,2927.439532559589
DRI39,OUT045,926.7700669090432
FDH52,OUT018,966.7070630959487
FDZ50,OUT035,3092.5322422225413
NCN42,OUT035,2492.947863126875
FDB53,OUT013,2506.369602672965
DRG11,OUT017,1598.3725347317877
DRK11,OUT027,4144.579537944512
FDQ60,OUT017,2001.46682294807
FDT36,OUT017,630.1124027208227
DRG25,OUT018,3092.6858763920195
DRJ23,OUT046,3101.191796585948
FDG05,OUT035,2580.9396249597025
NCK06,OUT018,2001.46682294807
FDU52,OUT017,2537.1375340604923
FDW07,OUT018,1456.6163792211094
NCM17,OUT045,676.0987652708333
FDA22,OUT045,2717.265500382335
NCA41,OUT018,3106.726997790087
FDF38,OUT035,651.2202302904774
FDH52,OUT046,1077.9483321903638
FDY58,OUT019,551.9402956456705
FDZ16,OUT045,3110.4232721568337
NCM18,OUT017,983.8313646383646
FDA22,OUT018,2677.6214656649445
NCJ43,OUT035,2896.0532114118682
FDI34,OUT027,5471.362603549637
FDG56,OUT046,1029.3553453670431
FDS34,OUT046,1933.86447577325
DRC01,OUT035,698.0961589472004
FDQ04,OUT035,643.6225441178226
FDK04,OUT035,916.2725221782762
FDT51,OUT049,1672.556934464637
FDV26,OUT017,3110.4232721568337
FDS04,OUT049,2089.858303479276
FDW43,OUT018,3796.0146493940906
FDQ28,OUT010,381.0394918020393
NCK06,OUT017,2001.46682294807
FDS23,OUT018,2055.9571952108827
FDZ36,OUT019,509.1040848356823
FDE56,OUT018,1026.2197124015308
FDW10,OUT027,4646.072995442101
NCN14,OUT045,3094.6119879254616
NCQ18,OUT045,1527.1176034255584
FDW08,OUT017,1583.819386873004
FDU43,OUT035,4052.640591734176
FDR33,OUT010,264.72932708912145
FDM24,OUT010,369.00342359353886
NCZ05,OUT046,1568.9196281253808
NCV41,OUT035,1808.6721175102603
FDV11,OUT018,2879.2801570521883
NCY05,OUT035,640.2964043485781
FDV44,OUT018,3099.2656850525054
FDW32,OUT049,1425.7783608691493
NCU18,OUT027,3113.037363148687
NCC43,OUT035,4179.257389383193
FDW19,OUT013,1693.2249015410132
FDN31,OUT035,3101.191796585948
FDI48,OUT045,704.237653095406
FDS24,OUT017,1450.9784731321647
FDF46,OUT049,1933.86447577325
DRG23,OUT017,2500.9959749385675
FDG14,OUT018,2497.799301077231
NCY30,OUT049,2951.07098345243
FDO28,OUT018,2001.46682294807
DRD24,OUT035,2089.858303479276
FDI33,OUT049,1448.9355989037451
FDN32,OUT046,3094.6119879254616
FDR16,OUT045,3397.0406742864698
FDF26,OUT046,2527.2825415650664
NCN29,OUT018,669.0786321664768
FDE20,OUT045,2717.265500382335
FDA46,OUT046,3105.573995590601
FDU28,OUT045,3097.4996788451363
FDQ48,OUT045,1535.5549798381835
FDV36,OUT013,2062.6308754596816
FDR14,OUT018,898.3747460187116
FDP23,OUT017,3485.4271128455016
FDP56,OUT013,815.278236968886
FDK48,OUT010,263.2099134495947
FDR48,OUT046,2509.217653597835
NCY29,OUT049,948.6011698611863
FDM22,OUT018,898.6429198341004
DRJ01,OUT013,2607.6750053027363
FDZ43,OUT045,4091.4497011657136
FDV03,OUT035,2537.1375340604923
FDX11,OUT027,4811.209997899891
NCA41,OUT027,5459.330338499909
FDE38,OUT017,2682.932824409677
FDI27,OUT018,668.0450337465381
FDN32,OUT013,3090.6061306890992
NCN43,OUT017,2001.46682294807
FDB47,OUT027,5468.988375215131
FDV03,OUT017,2542.8686879649044
NCN30,OUT045,1527.1176034255584
NCV54,OUT010,269.215873916844
FDV07,OUT013,1615.141150585084
FDP07,OUT049,3117.7979772193808
FDK48,OUT018,1164.052018948828
FDM15,OUT019,369.5963594004145
FDY19,OUT027,2916.55092262972
FDK46,OUT046,4207.950446291053
FDY11,OUT045,1088.9532096944909
FDH09,OUT046,895.7820484185464
FDO08,OUT027,4603.573049019902
FDU14,OUT013,4214.811485714406
FDD22,OUT027,2916.55092262972
FDM27,OUT017,2580.9396249597025
FDL02,OUT027,2892.6100569077116
NCA17,OUT035,2492.947863126875
FDE38,OUT019,404.44693718727666
NCG07,OUT049,3101.191796585948
DRC27,OUT013,4110.222814993689
FDA27,OUT035,4224.166828654869
FDW40,OUT045,2089.858303479276
DRI11,OUT013,1946.6782737284498
FDN50,OUT046,1515.0367358044584
FDR12,OUT046,2853.3990573432698
FDT34,OUT027,2892.6100569077116
FDW11,OUT035,964.7285968703651
NCO30,OUT027,5158.167078432075
FDZ34,OUT017,3108.653109323529
FDU45,OUT017,1917.0753934406414
NCD42,OUT035,642.1277549446361
FDX25,OUT045,3055.6254253653524
NCR29,OUT046,974.7996910099247
FDX43,OUT019,407.0926962634843
FDB04,OUT010,193.73623767397842
FDR49,OUT027,778.5703859440227
FDS39,OUT018,2089.858303479276
FDW58,OUT045,1575.963777297324
FDG22,OUT019,261.72786741659684
FDG31,OUT017,1054.7605436590766
NCV53,OUT027,5478.089949449575
DRJ37,OUT035,2495.496333789276
FDV07,OUT035,1672.556934464637
FDW52,OUT018,2653.305034328607
FDT15,OUT045,3094.6119879254616
FDD02,OUT018,1974.8217581212741
FDM16,OUT035,1139.9295435421695
NCE55,OUT046,2893.7209976808326
FDB57,OUT018,3544.378660264157
FDQ04,OUT013,767.5220996176151
FDQ47,OUT019,249.22720983349905
FDY14,OUT019,551.9402956456705
DRK37,OUT017,3099.2128257915338
FDO25,OUT017,3391.4256234115073
FDL57,OUT046,4194.199560090859
NCK29,OUT018,2007.0848313337974
FDK46,OUT027,5478.089949449575
NCB43,OUT010,502.2343012978317
DRE01,OUT027,5471.362603549637
FDC46,OUT018,3092.6858763920195
FDQ23,OUT045,1575.963777297324
FDX38,OUT049,729.0275317743019
FDG60,OUT018,4006.7129870666913
FDW55,OUT017,4121.790071510748
FDP39,OUT013,812.1996871608219
FDB20,OUT018,1385.8087958628278
FDV21,OUT017,2015.8315412830952
FDZ02,OUT013,1544.4407231330583
FDP19,OUT027,2927.439532559589
FDA38,OUT035,4107.403258193333
FDH22,OUT045,2021.705397687048
DRM11,OUT045,4186.281215089098
FDO12,OUT027,5459.330338499909
FDT14,OUT049,1992.3538168181421
FDW34,OUT010,551.9402956456705
FDG04,OUT027,5443.901703226655
FDW59,OUT018,1445.988329815546
FDR33,OUT018,1598.3725347317877
FDP32,OUT013,2062.6308754596816
FDL13,OUT027,5478.089949449575
FDD22,OUT013,1944.074909842362
FDV40,OUT027,1420.3897066509599
NCD55,OUT046,713.3096979680206
FDQ20,OUT010,246.33961366137356
FDD28,OUT045,928.4932254207897
FDC39,OUT045,3391.4256234115073
NCR17,OUT049,1941.6117485669183
DRO35,OUT018,1933.86447577325
FDF40,OUT049,4198.538830319438
FDR31,OUT018,2446.1098231580186
NCQ41,OUT017,3110.4232721568337
FDP38,OUT046,760.79737267543
NCU54,OUT027,5462.261029315192
FDG22,OUT018,622.1976733533719
DRK59,OUT013,3945.567721349358
FDC37,OUT046,1585.9294074974468
NCO42,OUT013,2503.8211320105634
NCT42,OUT017,2495.496333789276
FDX27,OUT035,1514.0557891724613
FDV40,OUT018,1173.7696147863467
FDT45,OUT027,1018.6574420946793
FDS47,OUT019,198.5365386323888
FDR45,OUT035,4080.1130488279027
FDB03,OUT045,4020.9226799992175
FDO49,OUT035,880.8753358850882
FDU60,OUT027,4613.1665524476475
FDB26,OUT018,810.4794532377749
FDB46,OUT017,3397.0406742864698
FDQ37,OUT019,551.9402956456705
FDN03,OUT017,4206.699732572025
NCX30,OUT045,4205.882300772853
FDK32,OUT019,378.23859403758985
DRM47,OUT013,3099.2656850525054
NCO02,OUT046,1222.3331999174263
FDP04,OUT013,1187.6871915285333
NCO43,OUT049,1551.4993532498954
FDD59,OUT013,1499.7901442447742
FDQ10,OUT017,2858.7617446571135
FDW45,OUT035,2492.947863126875
NCK30,OUT049,4190.91445458945
FDU31,OUT018,3401.360732960244
NCQ17,OUT019,381.8203497229856
FDN01,OUT017,2893.7209976808326
FDZ19,OUT049,2893.7209976808326
DRG37,OUT017,2542.8686879649044
FDE32,OUT045,647.499295918369
FDO34,OUT049,2704.801052658638
FDM04,OUT019,278.11353806727675
FDZ25,OUT049,2824.059232399117
FDU08,OUT049,1533.5121056097641
NCW30,OUT045,4224.209639903233
NCM18,OUT013,1066.9298551761392
